_source_system,_source_table,_extracted_at_utc,_snapshot_date,_snapshot_id,clee,id_establecimiento,nombre,razon_social,clase_actividad,estrato,tipo_vialidad,calle,num_exterior,num_interior,colonia,cp,ubicacion,telefono,correo_e,sitio_internet,tipo_establecimiento,longitud,latitud,tipo_corredor_industrial,nom_corredor_industrial,numero_local,ageb,manzana,CLASE_ACTIVIDAD_ID,EDIFICIO_PISO,SECTOR_ACTIVIDAD_ID,SUBSECTOR_ACTIVIDAD_ID,RAMA_ACTIVIDAD_ID,SUBRAMA_ACTIVIDAD_ID,EDIFICIO,Tipo_Asentamiento,fecha_alta,area_geo,nombre_clean,razon_social_clean,clase_actividad_clean,estrato_clean,colonia_clean,ubicacion_clean,nivel_educativo_estimado,flag_universidad,flag_media_superior,flag_educacion_basica,estrato_ocupacion_estimado
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003541380000052002000000U8,1007709,COLEGIO DE PSICOANALISIS LACANIANO,COLEGIO DE PSICOANALISIS LACANIANO,Escuelas de educación superior del sector privado,11 a 30 personas,CALLE,PROLONGACION MOCTEZUMA,89,,ROMERO DE TERREROS,04310,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5555547105,CPLACANIANO@GMAIL.COM,WWW.COLEGIODEPSICOANALISISLACANIANO.COM,Fijo,-99.16828061,19.34274163,,,,0272,028,611311,,61,611,6113,61131,,COLONIA,2010-07,090030001,colegio de psicoanalisis lacaniano,colegio de psicoanalisis lacaniano,escuelas de educacion superior del sector privado,11 a 30 personas,romero de terreros,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09005611121001533000000000U4,11275631,COLEGIO HANNOVER,UNIVERSIDAD HANNOVER DE MEXICO,Escuelas del sector privado que combinan diversos niveles de educación,11 a 30 personas,CALLE,CIENFUEGOS,740,,LINDAVISTA SUR,07300,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,GAMUMENTH@HOTMAIL.COM,,Fijo,-99.13094049,19.4914941,,,,0953,006,611171,,61,611,6111,61117,,COLONIA,2024-11,090050001,colegio hannover,universidad hannover de mexico,escuelas del sector privado que combinan diversos niveles de educacion,11 a 30 personas,lindavista sur,"gustavo a. madero , gustavo a. madero, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611311001831001000000U8,8859607,COLEGIO IBEROAMERICANO DE ESTUDIOS EXISTENCIALES Y HUMANISTICOS,COLEGIO IBEROAMERICANO DE INVESTIGACION DE ESTUDIOS EXISTENCIALES Y HUMANISTICOS,Escuelas de educación superior del sector privado,11 a 30 personas,CALLE,AYUNTAMIENTO,99,,CENTRO,06050,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",5610300002,INFORMESCIEEXH@GMAIL.COM,WWW.CIEEXH.EDU.MX,Fijo,-99.14731191,19.43119719,,,,0748,023,611311,,61,611,6113,61131,,COLONIA,2019-11,090150001,colegio iberoamericano de estudios existenciales y humanisticos,colegio iberoamericano de investigacion de estudios existenciales y humanisticos,escuelas de educacion superior del sector privado,11 a 30 personas,centro,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09010611311000277002000000U6,6318077,COLEGIO INTERNACIONAL DE EDUCACION SUPERIOR,COLEGIO INTERNACIONAL DE EDUCACION SUPERIOR,Escuelas de educación superior del sector privado,31 a 50 personas,AVENIDA,ROMULO OFARRIL,351,,OLIVAR DE LOS PADRES,01780,"ÁLVARO OBREGÓN                                                                                                , Álvaro Obregón, CIUDAD DE MÉXICO",,,WWW.CIES-MEX.EDU.ONLINE,Fijo,-99.21148965,19.33811022,,,,1186,004,611311,,61,611,6113,61131,,COLONIA,2010-07,090100001,colegio internacional de educacion superior,colegio internacional de educacion superior,escuelas de educacion superior del sector privado,31 a 50 personas,olivar de los padres,"alvaro obregon , alvaro obregon, ciudad de mexico",superior_universitaria,True,False,False,31 a 50 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09014611111000592012000000U4,983616,COLEGIO NACIONAL DE CIENCIAS POLITOICAS Y ADMINISTRACION PUBLICA,GOBIERNO DE LA CIUDAD DE MEXICO,Escuelas de educación superior del sector público,11 a 30 personas,CALLE,BRUNO TRAVEN,68,,GENERAL PEDRO MARÍA ANAYA,03340,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",,GOBCIENCIASPOL@GMAIL.COM,,Fijo,-99.15897055,19.36108276,,,,0986,014,611312,,61,611,6113,61131,,COLONIA,2010-07,090140001,colegio nacional de ciencias politoicas y administracion publica,gobierno de la ciudad de mexico,escuelas de educacion superior del sector publico,11 a 30 personas,general pedro maria anaya,"benito juarez , benito juarez, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09014611311001211000000000U6,9519483,COLEGIO NACIONAL DE CIRUJANOS DENTISTAS,COLEGIO NACIONAL DE CIRUJAJOS DENTISTAS,Escuelas de educación superior del sector privado,0 a 5 personas,CALLE,PESTALOZZI,1117,,DEL VALLE CENTRO,03100,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",5539056714,CONTACTO@CNCD.ORG.MX,WWW.CNCD.ORG.MX,Fijo,-99.16092324,19.38105843,,,,0613,019,611311,,61,611,6113,61131,,COLONIA,2024-11,090140001,colegio nacional de cirujanos dentistas,colegio nacional de cirujajos dentistas,escuelas de educacion superior del sector privado,0 a 5 personas,del valle centro,"benito juarez , benito juarez, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611311002293000000000U0,9935031,COLEGIO NACIONAL DE INTEGRACION PROFESIONAL,COLEGIO NACIONAL DE INTEGRACION PROFESIONAL,Escuelas de educación superior del sector privado,11 a 30 personas,CALLE,OXFORD,38,,JUÁREZ,06600,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,JURIDICO2@CONAIP.COM.MX,CONAIP.COM.MX,Fijo,-99.16900365,19.42448362,,,,0945,001,611311,,61,611,6113,61131,,COLONIA,2024-11,090150001,colegio nacional de integracion profesional,colegio nacional de integracion profesional,escuelas de educacion superior del sector privado,11 a 30 personas,juarez,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611311001884000000000U7,9040575,COLEGIO NACIONAL DE NOTARIADO MEXICANO,COLEGIO NACIONAL DE NOTARIADO MEXICANO,Escuelas de educación superior del sector privado,31 a 50 personas,AVENIDA,PASEO DE LA REFORMA,456,,JUÁREZ,06600,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,ORGANIZACION@NOTARIADOMEXICANO.ORG.MX,WWW.NOTARIADOMEXICANO.ORG.MX,Fijo,-99.17249621,19.42421602,,,,0945,013,611311,,61,611,6113,61131,,COLONIA,2019-11,090150001,colegio nacional de notariado mexicano,colegio nacional de notariado mexicano,escuelas de educacion superior del sector privado,31 a 50 personas,juarez,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,31 a 50 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611311000655002000000U1,6305243,COLEGIO SUPERIOR DE GASTRONOMIA,COLEGIO SG,Escuelas de educación superior del sector privado,51 a 100 personas,AVENIDA,SONORA,189,0,HIPÓDROMO,6100,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,MALVAREZ@SG.EDU.MX,WWW.COLEGIOSUPERIORDEGASTRONOMIA.COM,Fijo,-99.16773297,19.41292159,,,,120A,011,611311,,61,611,6113,61131,,COLONIA,2010-07,090150001,colegio superior de gastronomia,colegio sg,escuelas de educacion superior del sector privado,51 a 100 personas,hipodromo,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,51 a 100 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09015611311000645002000000U3,6325021,COLEGIO SUPERIOR DE TURISMO Y HOTELERIA SC CESAR RITZ,COLEGIO SUPERIOR DE TURISMO Y HOTELERIA,Escuelas de educación superior del sector privado,11 a 30 personas,CALLE,HUATABAMPO,76,,ROMA SUR,6760,"CUAUHTÉMOC                                                                                                    , Cuauhtémoc, CIUDAD DE MÉXICO",,VALA1214@HOTMAIL.COM,WWW.COSUTH.COM,Fijo,-99.15965928,19.40712604,,,,1479,018,611311,,61,611,6113,61131,,COLONIA,2010-07,090150001,colegio superior de turismo y hoteleria sc cesar ritz,colegio superior de turismo y hoteleria,escuelas de educacion superior del sector privado,11 a 30 personas,roma sur,"cuauhtemoc , cuauhtemoc, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09014611311001221000000000U5,12284684,COLEPPA ,COLEGIO DE ENFERMERIA PROFESIONAL EN PRACTICA AVANZADA,Escuelas de educación superior del sector privado,0 a 5 personas,CALLE,YACATAS,1254,,NARVARTE PONIENTE,03020,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",,UNIDEM@CAMPUSACOLMAN.COM,WWW.COLEPPA.COM,Fijo,-99.15527341,19.39597679,,,,0083,018,611311,19,61,611,6113,61131,EDIFICIO SIN NOMBRE,COLONIA,2026-04,090140001,coleppa,colegio de enfermeria profesional en practica avanzada,escuelas de educacion superior del sector privado,0 a 5 personas,narvarte poniente,"benito juarez , benito juarez, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09010611311000263002000000U6,928028,COMUNIDAD TEOLOGICA DE MEXICO,INSTITUTO INTERNACIONAL DE ESTUDIOS SUPERIORES,Escuelas de educación superior del sector privado,11 a 30 personas,EJE VIAL,10 SUR AVENIDA SAN JERONIMO,137,0,LA OTRA BANDA,01090,"ÁLVARO OBREGÓN                                                                                                , Álvaro Obregón, CIUDAD DE MÉXICO",5556163742,INMOBILIANA.EBED@GMAIL.COM,,Fijo,-99.19492005,19.33629601,,,,1241,014,611311,,61,611,6113,61131,,COLONIA,2014-12,090100001,comunidad teologica de mexico,instituto internacional de estudios superiores,escuelas de educacion superior del sector privado,11 a 30 personas,la otra banda,"alvaro obregon , alvaro obregon, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09014611311001202000000000U5,10769087,CONSEJO MEXICANO DE MEDICINA DE REHABILITACION,,Escuelas de educación superior del sector privado,6 a 10 personas,AVENIDA,INSURGENTES SUR,686,205,DEL VALLE NORTE,03103,"BENITO JUÁREZ                                                                                                 , Benito Juárez, CIUDAD DE MÉXICO",5581288935,,WWW.CONSEJODEREHABILITACION.ORG.MX,Fijo,-99.17218186,19.39410132,EDIFICIO COMERCIAL Y DE SERVICIOS,EDFICIO 686,686,0223,007,611311,1,61,611,6113,61131,PLANTA BAJA DEPTO 205,COLONIA,2024-11,090140001,consejo mexicano de medicina de rehabilitacion,,escuelas de educacion superior del sector privado,6 a 10 personas,del valle norte,"benito juarez , benito juarez, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09016611612000036002000000U4,762840,CONSERVATORIO NACIONAL DE MUSICA,INSTITUTO NACIONAL DE BELLAS ARTES Y LITERATURA,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,PRESIDENTE MASARYK,582,,POLANCO II SECCIÓN,11530,"MIGUEL HIDALGO                                                                                                , Miguel Hidalgo, CIUDAD DE MÉXICO",,CNM@INBA.GOB.MX,WWW.CONSERVATORIO.INBA.GOB.MX,Fijo,-99.20745991,19.43261823,,,,0637,028,611312,,61,611,6113,61131,,COLONIA,2010-07,090160001,conservatorio nacional de musica,instituto nacional de bellas artes y literatura,escuelas de educacion superior del sector publico,101 a 250 personas,polanco ii seccion,"miguel hidalgo , miguel hidalgo, ciudad de mexico",superior_universitaria,True,False,False,101 a 250 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09005611312000534001000000U8,9229005,COORDINACION DE APOYO ACADEMICA,INSTITUTO POLITECNICO NACIONAL,Escuelas de educación superior del sector público,11 a 30 personas,AVENIDA,JUAN DE DIOS BATIZ,,,NUEVA INDUSTRIAL VALLEJO,07738,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,CAEJPTM@IPN.MX,WWW.IPN.MX,Fijo,-99.14133084,19.50486637,,,,0718,005,611312,,61,611,6113,61131,,OTRO,2020-04,090050001,coordinacion de apoyo academica,instituto politecnico nacional,escuelas de educacion superior del sector publico,11 a 30 personas,nueva industrial vallejo,"gustavo a. madero , gustavo a. madero, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09005611312000654001000000U4,9229017,COORDINACION DE CENTROS DE DESARROLLO INFANTIL,INSTITUTO POLITECNICO NACIONAL,Escuelas de educación superior del sector público,0 a 5 personas,AVENIDA,JUAN DE DIOS BATIZ,,,NUEVA INDUSTRIAL VALLEJO,07700,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,COCENDI@IPN.MX,,Fijo,-99.14335742,19.50487301,,,,0718,003,611312,,61,611,6113,61131,,COLONIA,2020-04,090050001,coordinacion de centros de desarrollo infantil,instituto politecnico nacional,escuelas de educacion superior del sector publico,0 a 5 personas,nueva industrial vallejo,"gustavo a. madero , gustavo a. madero, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09005611312000335001000000U0,9228985,COORDINACION DE COMUNICACION SOCIAL,INSTITUTO POLITECNICO NACIONAL,Escuelas de educación superior del sector público,101 a 250 personas,AVENIDA,MIGUEL BERNARD,,,NUEVA INDUSTRIAL VALLEJO,07738,"GUSTAVO A. MADERO                                                                                             , Gustavo A. Madero, CIUDAD DE MÉXICO",,DCYC@IPN.MX,WWW.IPN.MX,Fijo,-99.13750232,19.50718339,,,,0718,005,611312,,61,611,6113,61131,,OTRO,2020-04,090050001,coordinacion de comunicacion social,instituto politecnico nacional,escuelas de educacion superior del sector publico,101 a 250 personas,nueva industrial vallejo,"gustavo a. madero , gustavo a. madero, ciudad de mexico",superior_universitaria,True,False,False,101 a 250 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312002261000000000U1,9589698,COORDINACION DE ENSEÑANZA DE LENGUAS,UNIVERSIDAD AUTONOMA METROPOLITANA UNIDAD XOCHIMILCO,Escuelas de educación superior del sector público,0 a 5 personas,CALZADA,CALZADA DEL HUESO,1100,,VILLA QUIETUD,04960,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,CEL@CORREO.XOC.UAM.MX,WWW.XOC.COM.MX,Fijo,-99.10271021,19.29998628,OTRO,UNIVERSIDAD AUTONOMA METROPOLITANA,SN,1092,021,611312,1,61,611,6113,61131,,COLONIA,2024-11,090030001,coordinacion de ensenanza de lenguas,universidad autonoma metropolitana unidad xochimilco,escuelas de educacion superior del sector publico,0 a 5 personas,villa quietud,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,0 a 5 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312002245000000000U4,10854986,COORDINACION DE ESPACIOS FISICOS,UNIVERSIDAD AUTONOMA METROPOLITANA,Escuelas de educación superior del sector público,51 a 100 personas,CALZADA,CALZADA DEL HUESO,1100,,VILLA QUIETUD,04960,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,WWW.XOC.MX,Fijo,-99.10271021,19.29998628,OTRO,UNIVERSIDAD AUTONOMA METROPOLITANA,SN,1092,021,611312,1,61,611,6113,61131,,COLONIA,2024-11,090030001,coordinacion de espacios fisicos,universidad autonoma metropolitana,escuelas de educacion superior del sector publico,51 a 100 personas,villa quietud,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,51 a 100 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312000827001000000U1,907525,COORDINACION DE ESTUDIOS DE POSGRADO DE ECONOMIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,AVENIDA DEL ASPIRANTE,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.18499717,19.30822726,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,F-1,0770,020,611312,1,61,611,6113,61131,,CIUDAD,2014-12,090030001,coordinacion de estudios de posgrado de economia,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,6 a 10 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312000805002000000U7,1061113,COORDINACION DE ESTUDIOS DE POSGRADO DE GEOGRAFIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,AVENIDA DEL ASPIRANTE,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.18499717,19.30822726,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,H,0770,020,611312,1,61,611,6113,61131,,CIUDAD,2010-07,090030001,coordinacion de estudios de posgrado de geografia,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,6 a 10 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003931610001695010000000U1,909765,COORDINACION DE EXTENSION UNIVERSITARIA,UNIVERSIDAD AUTONOMA METROPOLITANA UNIDAD XOCHIMILCO,Escuelas de educación superior del sector público,51 a 100 personas,CALZADA,CALZADA DEL HUESO,1100,,VILLA QUIETUD,04960,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5554837000,,WWW.XOC.UAM.MX,Fijo,-99.10271021,19.29998628,OTRO,UNIVERSIDAD AUTONOMA METROPOLITANA,SN,1092,021,611312,1,61,611,6113,61131,,COLONIA,2014-12,090030001,coordinacion de extension universitaria,universidad autonoma metropolitana unidad xochimilco,escuelas de educacion superior del sector publico,51 a 100 personas,villa quietud,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,51 a 100 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312001916000000000U1,9131066,COORDINACION DE HUMANIDADES,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,101 a 250 personas,CALLE,NINGUNO,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,SCRETARIA.ADMINISTRATIVA@HUMANIDADESUNAM.UNAM.MX,WWW.HUMANIDADES.UNAM.MX,Fijo,-99.18179297,19.31414179,,,,0770,018,611312,,61,611,6113,61131,,CIUDAD,2019-11,090030001,coordinacion de humanidades,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,101 a 250 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,101 a 250 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003931610000803011000000U2,1061174,COORDINACION DE PLANEACION PRESUPUESTACION Y EVALUACION,UNAM,Escuelas de educación superior del sector público,101 a 250 personas,CIRCUITO,ESCOLAR,,4,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,WWW.CPPE.UNAM.MX,Fijo,-99.18451422,19.33073481,,,,0770,007,611312,,61,611,6113,61131,,COLONIA,2014-12,090030001,coordinacion de planeacion presupuestacion y evaluacion,unam,escuelas de educacion superior del sector publico,101 a 250 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,101 a 250 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003931610000995011000000U6,846440,COORDINACION DE PLATAFORMAS OCEANOGRAFICAS,UNAM,Escuelas de educación superior del sector público,11 a 30 personas,CIRCUITO,ESCOLAR,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",5556225207,EMILSSON@SERVIDOR.UNAM.MX,,Fijo,-99.17907523,19.32896077,,,,0770,008,611312,,61,611,6113,61131,,OTRO,2014-12,090030001,coordinacion de plataformas oceanograficas,unam,escuelas de educacion superior del sector publico,11 a 30 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312001551001000000U6,7717624,COORDINACION DE PROGRAMA DE POSGRADO DE ANTROPOLOGIA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,AVENIDA DEL ASPIRANTE,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.18499717,19.30822726,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,E,0770,020,611312,1,61,611,6113,61131,,CIUDAD,2019-11,090030001,coordinacion de programa de posgrado de antropologia,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,6 a 10 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312001722000000000U3,8631766,COORDINACION DE PROGRAMA DE POSGRADO DE ARQUITECTURA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,AVENIDA DEL ASPIRANTE,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.18499717,19.30822726,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,G,0770,020,611312,1,61,611,6113,61131,,CIUDAD,2019-11,090030001,coordinacion de programa de posgrado de arquitectura,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,6 a 10 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312001831001000000U2,8631819,COORDINACION DE PROGRAMA DE POSGRADO DE ARTES Y DISEÑO,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,11 a 30 personas,AVENIDA,AVENIDA DEL ASPIRANTE,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,COORDINACION.PAD@POSGRADO.UNAM.MX,,Fijo,-99.18499717,19.30822726,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,E-1,0770,020,611312,1,61,611,6113,61131,,CIUDAD,2019-11,090030001,coordinacion de programa de posgrado de artes y diseno,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,11 a 30 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,11 a 30 personas
denue,denue_cdmx_educacion_superior_universitaria,2026-06-08T13:17:26Z,2026-06-08,20260608T131619Z,09003611312001601001000000U9,8631715,COORDINACION DE PROGRAMA DE POSGRADO DE ASTROFISICA,UNIVERSIDAD NACIONAL AUTONOMA DE MEXICO,Escuelas de educación superior del sector público,6 a 10 personas,AVENIDA,AVENIDA DEL ASPIRANTE,,,UNIVERSIDAD NACIONAL AUTÓNOMA DE MÉXICO CIUDAD UNIVERSITARIA,04510,"COYOACÁN                                                                                                      , Coyoacán, CIUDAD DE MÉXICO",,,,Fijo,-99.18499717,19.30822726,EDIFICIO COMERCIAL Y DE SERVICIOS,ZONA DE POSGRADO UNAM,D,0770,020,611312,1,61,611,6113,61131,,CIUDAD,2019-11,090030001,coordinacion de programa de posgrado de astrofisica,universidad nacional autonoma de mexico,escuelas de educacion superior del sector publico,6 a 10 personas,universidad nacional autonoma de mexico ciudad universitaria,"coyoacan , coyoacan, ciudad de mexico",superior_universitaria,True,False,False,6 a 10 personas
